9SIA9F94KY3819,2YM-000N-00063,11/24/2016 4:23:38 AM,Anonymous,Feels like good quality,5, the plastic is thick and doesn't kink easily. I'll post more info after I build the loop and it's been running for a couple of months., none so far., bought way more then I needed.,None,None
9SIA6ZP3K32295,35-181-035,3/29/2013 8:36:53 PM,John G.,Does the job and does it well,5, keeps my 3770k @ 5.0Ghz very cold 20c @ idle 58c at full load.. i also delidded my cpu. it is very quiet. allows 4 fans for push pull config.looks clean in the case., plastic back plate was stripped after 1 use of tighting down the thumb screws. was not happy with that. used my zalman back plate with the spacer it came with and zing worked like a charm. any one else have this issue just use your zalman back plate it fits great with the spacer if you have one... fan holes did not line up on the cooling block. little twirks gottem to fit ok. i am not taking eggs off for these imperfections. corsair makes great stuff they just need to learn how to use metal over plastic. if i could not get this thing mounted or not to work to my standards i would take some eggs off but i am not like these other cry babies on here. i do work son., some led lights would be nice. maybe red sails for the logo to match my case would be cool. or some red tubing options. change the plastic back plate to metal!!!!! and make sure the fan holes line up that is all,3,4
9SIA6ZP3K32295,35-181-035,3/27/2013 8:34:12 PM,Richard B.,Huge cooling capacity,4," Quality construction, very solidly made.Large quiet fans.Well designed mounting system.Large cooling capacity, perfect for the serious gamer/overclocker.", Requires removal of motherboard to install.Installation is difficult unless the computer case is compatible.No external mounting hardware for external mounting. (could have used some standoffs)Feeble instruction booklet not detailed enough.," This cooler is huge, the mother of CPU coolers. It of course is water cooled and the radiator is about a eleven inches long and five inches wide. When I opened my computer case I noticed that I had no place to mount the radiator. You have to have a case that has room for two adjacent five inch fans exiting the case, mine did not. But the computer is in my man cave so I decided to mount it externally. Luckily the case has a top fan so I cut out part of the grill large enough to slip through the CPU pump head since the hoses cannot be disconnected. So I was all set to mount the radiator on top of my tower. Next, there is a backplate needed for the mount so I had to remove the motherboard to install the backplate. I darn near gave up at this point since the holes didn't seem to be lining up. There are three holes in each corner of the backplate with the socket numbers molded into the plastic. My CPU is the 1155 socket, so I installed the ""t"" nuts into the hole marked ""1155"". Simple enough but when it is mounted it is crooked on the back of the motherboard to make it fit. Not a problem, but I assumed that it would be square with the socket. So don't give up, it will fit, it is just made that way to accommodate three different sockets. Next I installed the retention ring before re-installing the motherboard so the backplate wouldn't get knocked off during installation. (it is stuck on with double sided tape but why take a chance) Putting the plastic inserts on the retention ring turned out to be a brain teaser too. The bottom half does not fit into the retention channel it just clips to the upper half and rides on the edge of the turned up metal. Also, the ring is slotted so the inserts can be installed two different ways to line up with your socket holes. The picture in the installation booklet does not give a very clear picture of how they go together. Once the motherboard was re-installed, I ran the pump head through my hole in the top of my tower and mounted it onto the processor. The thumb screws are top notch and the mount is very secure. I mounted the radiator on top using some spacers to leave about an inch of space between the top of the case and the bottom of the radiator. I put the fans on top. If you want a real neat setup, you should get a case that is compatible with the radiator, if you download the quick start guide there is a picture of an internal mount. I like the way my externally mounted radiator looks, it is in my man cave and it looks kind of like the Borg built it.",2,3
9SIA6ZP3K32295,35-181-035,3/17/2013 2:49:41 PM,Michael R.,The BEST Water Cooling Solution for the Serious OverClocker,5, Large Radiator and Fans work to cool down the most extreme overclocked processors out there. Price point is good for the quality that you get., Unit is huge. Case compatibility is going to be an issue. Case and H110 must match to work correctly. Fans are louder than other units. H110 must be solidly and evenly mounted to keep fan noise and vibration from large fans to a minimum. Motherboard must have enough fan headers to support the pump unit and both fans since both fans have to have PWM 4 pin headers.," Since I have been working with computers and repairing and building computers for close to twenty years now, I do a few water cooled units here and there for friends that are seriously into gaming.  When the Corsair H110 came up for review, I wanted to get my hands on one to test as I built a new water cooled gaming rig for friend at Christmas using a Corsair 900D Case with an H90 water cooler.His system is the 900D case, the H90 Corsair cooler/radiator, Intel I-7 3770K running at 4.8Ghz, and an ASUS Maximus V Extreme Z77 motherboard.Needless to say, when asked what I wanted to use his system to test, he was all for it.  So I spent a few hours carefully removing everything I needed to remove from the case, and installing the H110 cooler unit.  It fit like a glove in the 900D.  I got his system back up, using Prolimatech PK-1 thermal compound as the TIM.After letting everything run for about a week, and my bud doing his normal gaming, we ran the temp tests using Prime 95 running at his full 4.8 Ghz overclocked speed. The results compared to the H90 were very,very good. With the H110, idle temp was 22 degrees Celcius, and load temp was only 56 degrees Celcius.  The H90 had an idle temp of 25 degrees Celcius, and load temp of 63 degrees. This is a solid 7 degree Celcius improvement over an already good running H90 equipped system.Overall, I am very pleased with the results of the test, and the quality of the Corsair H110 cooler.  Now, not everyone is going to need a cooler like this, only the extreme overclocker is going to put it to its full use.  Most of us will never need any more than standard air cooling, but it is nice to know that excellent quality, leak resistant units like this are out there if we should want to try them.Unlike some who tested the unit, this particular setup had no fan vibration or buzzing from the fans, that could be due to being installed in the 900D case which has more than enough room without having to do a lot of mods. Still, the fans are a little noisier than the fans that come on the H90 Corsair unit, but given the amount of air that they move, and the additional cooling they offer, my friend has no problem with them the way they are.I rate the H110 a solid 5 Egg top of the line water cooling system and fully recommend it to anyone who is a serious overclocker to buy.",9,13
9SIA6ZP3K32295,35-181-035,3/16/2013 10:24:43 PM,Christopher R.,"Awesome, but probably overkill for most applications",4," Sometimes, you just need a bigger hammer. I've always preferred good air cooling to other solutions, and I haven't been let down all that often. Despite the attractive closed loop, self contained coolers out there,  air is still the way to go for most users. Most, but not all. There are times when you need something with a bit more juice, and the H110 certainly fits that bill.The H110 is a simple package, consisting of the 280mm radiatior/pump head, two 140mm fans, and some mounting hardware. The entire setup is well thought out, and while I didn't try out every platform mounting system, setup for LGA 2011 is supremely easy. Just snap the retention and mounting rings together over the pump head and thumb-screw in to the socket threads. Assuming the radiator and fans are easily mountable with your case, you're good to go. In my scenario I had a bit more trouble, but it wasn't the H110s fault. I was putting the H110 on an open air test bench, and the radiator's dimensions clashed a bit. I found a good work around, but you should really use the H110 with a good modern case with lots of airflow anyway. Depending on what cooling setup you were previously using, you might not be getting the right amount of airflow over the socket area and VRMs.I think it's worth pointing out that the fans are quite good too. Some previous Corsair Hxx systems I've encountered had fans with less than awesome characteristics, but I find the two that shipped with my H110 are quiet at lower RPMs (~900RPM) and don't sound awful at full-tilt (1500RPM). But how does it perform? All told, better than I was expecting. I did most of my testing with a i7-3930k, and at stock clocks the H110 is enough to keep the CPU idling in the mid 20's, even with the fans turning rather slowly. So, how does it perform?My i7-3930k clocked at 4.7GHz (@1.4v) idles at: H110 -- Cores 1 through 6:  Idle:   32c 31c 14c 30c 30c 23c (CPU T sensor: 28c)Load:   65c 62c 50c 63c 64c 64c (CPU T sensor: 51c)All in all, temps are kept well in check with a heavy overclock. At stock clocks, 100% load, the H110 keeps the 3930k at temps on parity with some air coolers at idle. I've been using a high end dual tower HSF with dual 140mm/120mm fans. It weighs a ton and dwarfs the socket area on a X79 board. At the same fan speed (1500RPM), this is what I get with the same 1.4v/4.7GHz using it:Air  -- Cores 1 through 6:  Idle:   43c 42c 29c 42c 39c 34c (CPU T sensor: 34c)Load:   77c 72c 65c 73c 72c 74c (CPU T sensor: 58c)That's a massive difference. Core 3 is as much as 15c hotter, but on average we're running 72c on air vs. 62c on the H110 after 30 mins of load testing, at similar noise levels."," The H110 does probably beat the best the air cooling world has to offer, but it gets progressively harder to justify based solely on performance. Only you can decide whether it's a good value or not, but I suppose it largely depends on whether you already have a case that supports a 280mm radiator. Even if you do, there are some motherboard setups which might not leave much slack in the tubing from head to radiator, so do your research ahead of time. In terms of installation, it's super easy, as simple or better than most air solutions."," Do you really need something like the H110? Probably not if you're using an 1155 CPU. If you're using an X58/X79 or AMD Phenom/Bulldozer platform, this might be a good option if you already have the case to mount it in (or, if you're putting together a whole new system). On an absolute cost per degree of cooling basis, it's hard to justify. In terms of ease of installation, it's hard to beat, and in overall quality it seems to be better put together than some of the older self contained systems I've used. For me, even if it weren't a better cooler, I still like it just for the fact that I have easy access to the socket area. That might not sound like much, but when you swap components out as much as I do, it's a great thing to have.",4,5
9SIA6ZP3K32295,35-181-035,3/15/2013 7:02:52 AM,Harold B.,Big and basic,4, Simple and effective.  One wire from the pump to the cpu fan header and nothing else.  Cooling a 3570k at 4.4 running Prime95 for 10 hours and the hottest core hit 71c.  Compared to the EVO I was using in push/pull same bios settings hit 87c in 90 minutes.," Bracket assembly to mount cold plate to the motherboard is very unusual and cheap.  75% of those parts are plastic and flimsy.  The Corsair H60 (2013 model) I used a few months ago had much better mounting parts.  The back plate sits crooked and bends around components on the back of your board.  You also can't orientate the beauty plate like you can on the other corsair models.  That means if you want the ""CORSAIR"" logo to read upright the hoses will come out of the right side of the block."," Using a Corsair Vengeance C70....fits up top only and if you want the hoses off the radiator to run from right to left you'll need to bend a useless bracket a bit.  Mounting the radiator with the hoses running left to right required normal installation.  The C70 will not accept the radiator in a push/pull configuration.  Not enough space between the motherboard and the top of the case.  This means you'll want the fans on the inside pulling case air through the radiator and out of the top of the case.  With this setup CORSAIR doesn't include screws to mount the radiator to the case.  You'll need 8 screws, size 6/32 @ 3/8"" in length with washers.",2,5
9SIA6ZP3K32295,35-181-035,3/9/2013 5:13:58 PM,Keith B.,H110,5, Amazing. quite. full load 4.2GH @ 35-37ccouldn't ask for anything more, None,,0,2
9SIA6ZP3K32295,35-181-035,3/8/2013 2:28:35 PM,B R.,An update to my original review.,5, Pro's remain the same as my original review.," I've been contacted by Corsair support after writing my original review.  Corsair will be shipping me two replacement fans at no cost to me, and do not want me to remove or send in any components from my water cooling kit now. Tech Support has even apologized for the original request to dismantle the water kit from my system. They're just going to send me the fans without questions.", Thumbs-up on Corsair support for correcting this situation!,4,4
9SIA6ZP3K32295,35-181-035,3/8/2013 11:52:40 AM,Dante A.,Sweet,5, Keeps my 2700k at 5ghz with 1.41v under 70C. Water pump is near silent when running at full speed., The fans are extremely loud at full RPM. For being 140mm I was expecting them to be near silent. Luckily I dont run them 100% all day and 40% is more than enough to keep my 2700k at 50c with gaming, I had a hyper 212 evo with push/pull before this h110 and it kills it when it comes to runnig prime. Temps with the 212 was around 75c at 4.5ghz and this is with hyper threading turned off. With HT on it would get into 85c territory. Now I can run HT at 5ghz with no issues with temps below 70cMy case is a Corsair 500R and the radiator wont fit on top of where you can rest a radiator. Instead I had to mount it under and have the fans on top with a push setup. To fit the radiator under I had to cut the tabs off the 8 pin CPU plug in order for it to fit. My motherboard is the Asrock extreme 4 and from looking at the pictures the CPU plug is at the very top and this prevents me from plugging in the CPU power.,1,3
9SIA6ZP3K32295,35-181-035,3/6/2013 7:14:40 PM,Anonymous,"Updated Review, Updated Temps",4," I found that more performance can be squeezed out of this Corsair H110 with some minor adjustments.  This is an update to my original EggXpert Review.  All other pros, including this new one, still stand.", All original cons still stand.  My rating won't change.," So, here is the deal.  I modified my system to remove the side 200mm intake fan.  I determined that it was disrupting airflow from the front 200mm intake fan.  I retested according to my original test methodology and my temps remained the same.  So, the 200mm side intake fan was of no benefit to me and only adding to any/all noise.The second modification I made had to do with how the Corsair H110 was hooked up to the fan headers on my motherboard.  My Gigabyte motherboard can be set for AUTO, VOLTAGE, or PWM control of the CPU_FAN header and the same for SYS_FAN headers.  Do to my install layout, I had the heat pump 3-PIN fan header hooked into a SYS_FAN header, and the 1st 140mm fan into the CPU_FAN header and the 2nd 140mm fan into another SYS_FAN header.  I noticed that if I disabled motherboard BIOS control for all headers that everything, including the pump head, ran at a measured 1500 RPM.  That is expected for the fans, as they max out there.  What took me by surprise is that the heat pump head measured at 1000 RPM before I disabled the fan speed control.  I do recall someone in the Corsair forum saying that the pump head should be registering at 1500 RPM regardless of the fan speeds and temps.  So, apparently my motherboard will selectively control each of the headers by PWM or VOLTAGE as it sees fit, even if the connector in question is 3-PIN.  With this in mind I left the two 140mm fans plugged where they were, set the fan control to AUTO in BIOS, and then hooked the heat pump head 3-PIN connector into a fan power distribution panel that I installed in my case.  My case fans run off of this panel as well (4 pin MOLEX to 3 X 3-PIN).  Since I removed the one 200mm fan I had room for one more.  Hooked up this way, the BIOS no longer has control of the heat pump.  Logically, it should run ""flat out"" at the correct 1500 RPM and it should also follow that I should see better temps.  I retested my system using Prime95 for a good 25 minute Blend Torture Test, and measured temps with Core Temp.  Ambient air temp remains the same (this is important to point out).The BIOS has the multi-core enhancement ENABLED (actually, the exact wording in the Gigabyte BIOS is Intel Turbo Boost Technology set to AUTO as opposed to Enabled) so therefore the results are based upon all cores running at 3.9 GHz when any one of them is at 100% load.Idle temp:  23 deg C (all four cores average)Load temp:  59 deg C (all four cores average)The idle and 100% load temps are reduced by 2 deg C each.  Not bad for messing around a little with fan connectors!Also, I need to make a correction to my original review...my CM HAF XM case will support 480mm total length radiators on top.  I probably caused some confusion when I referred to the H110 as 480mm as it is actually considered 280mm.  I mixed up the discussion point numbers when talking about case support.  Sorry for any confusion I caused on this point!",3,5
9SIA6ZP3K32295,35-181-035,3/6/2013 1:43:35 PM,Tyrus M.,20mm oops i needed 15mm,5," I switched from the Asetek made Corsair h70 to the h110 and was able to direct swap into the H70's mount ring . which simpliified the install. the first remarkable gain is, i am able to increase my memory multiplier to 20x. now  my 1866 ram runs at 2000 at 10,,11,11, 27,37,150,1T.If you want nearly Eggsactly the same Asetek made 2 by 140setup with 15 mm spacing to avoid drills and files thenfollow this link to the Kraken X60 http://www.newegg.com/Product/Product.aspx?Item=N82E16835146028  .My Corsair C70 Vengance case is 20mm ready. http://www.newegg.com/Product/Product.aspx?Item=N82E16811139013"," With my bios pwm set to fullest power, the fans run at 1340 rpm 90% of their rated 1500 rpm.", It seems that one  beneficiary of the extra cooling is my mchon the 3770k. Hence  the increased memory multiplier.Went  from 3dmark P9278 to P9389 just on the increased memory clock.To be fair my h70  is a single 120 mm radiator so the differences will be less if you move from  a 240 mm radiator setup.,3,3
9SIA6ZP3K32295,35-181-035,3/6/2013 12:09:49 AM,B R.,Case modding will be likely!,5," If you own an Antec 1200 chassis, then you will want to know that this -WILL- fit into the top of an Antec 1200 chassis, but you have to be creative and willing to drill holes in the top of your chassis.See other thoughts for sizing suggestions.Actual pro's from an ""Utterly insane, extreme overclocker"" follow, I run my x58 i7 way above what most people would ever consider to be sane / safe for it.I'll give you a comparison before and after to give you an idea of the performance to expect from this cooling unit.System settings before water cooler:I7-950 Nehalem core, overclocked @ 4186mhz @ 1.468v cpu vcore, averaging 45c - 50c idle, and 89c - 94c under 100% load on all 8 threads.  I was using a Cooler master GeminII S heatsink with a 8000 rpm 92mm delta fan (on a fan controller, only put to full speed when cores were loaded to 100%).After installing this water cooler on cpu @ same settings: averaging 30c - 34c idle and maxed out at 71c load temps (loaded to 100% on all cores/threads).So that's a idle temp drop of about -16c, but a load temp drop of about -23c verses air cooling.  This is no small feat and pretty significant by most considerations.Besides all of this, (since I'm personally comfortable running my processor very hot) this water cooling unit has enabled me to push the processor up further to 4308mhz & 1.60v vcore, which now runs at a max of 89c - 91c under load.If you're in to absolutely nutty insane overclocking, this (massively large) radiator will definitely handle your extreme heat loads of the most demanding situations.Installed with the factory fans it is nearly completely silent.  This was my first experience with water cooling at all and I wish I had done this sooner years ago, the noise reduction is probably the best part."," The two cooler master factory fans started making a rather noticeable ""rattle"" noise at day #2 of usage.  I submitted an RMA with cooler master and they insist on my dismantling my computer and sending the entire unit back to them, fans, radiator, water block, and even the mounting bracket on the under-side of my motherboard.  I tried asking to just send the fans back but was told the entire unit must be returned as one.  This means an extra 12 hours of work just to replace the fans (which I can access with a screw driver without removing anything from my system), about 4-6 hours to disassemble enough of my system to remove the motherboard and then another 4-6 hours to re-assemble it when the replacement parts arrive.  This is just too much just to replace two fans (which I can access with a screw driver without removing anything else from my system), so I'll work out something on my own instead.I don't know if my experience is typical, but after suddenly having a totally silent system with this water cooler, it's very noticeable when the fans are ""rattling"" like this."," This will not fit in most computer cases!  Make sure you look at the actual physical dimensions listed on this page for the radiator.  DO NOT ASSUME that just because it mounts two 140mm fans that the radiator is therefore 280mm.  It in fact has portions of the radiator that extend an additional 15mm on either side (for a full 310mm length) and may make fitting in some locations difficult.Instead of pulling the entire system for RMA, I plan to just replace (upgrade!) the two fans with a pair of 140mm sleeve-bearing Yate Loon fans, likely 4 total for push-pull eventually, depending on how the first two work out, but for now just two.I have several pictures of how I figured out how to mount this in an Antec 1200 chassis and it may be useful to others wanting this cooler but also owning this chassis.  They're available on my DeviantArt page, just look on DA for user name ""AquaVixie"", it should be an obvious gallery there, also with full detailed specs of my entire system.Other thought:  After having air cooling with a loud fan for a little over 3 years in this system... I actually can hear my hard drives when they have activity for the first time.  It's a little un-nerving to hear them clatter suddenly and look at my computer when I hear the noise.  It's okay.. It's just something new to get used to.",3,4
9SIA6ZP3K32295,35-181-035,3/5/2013 11:02:01 AM,Anonymous,Be prepared to mod your case!,4," This is my first foray into water cooling, and I am pleased.  First, as with all of my reviews I begin with the unboxing and go from there.  Benchmarks are presented in the Other Thoughts section.  The box is large and everything is well protected.  In the box you have the two 140mm PWM fans (max speed of 1500 RPM), the radiator and heat pump assembly (both already attached to each other), mounting hardware for every type of AMD or Intel socket currently available, and there is pre-applied thermal interface material (TIM) that I did not use.  The pump itself requires a 3 pin fan header, and the two fans require one each PWM 4 pin fan headers.  A detailed instruction guide is included in multiple languages, and is adequate.  The box, cardboard inserts, etc. are all recyclable.  The unit has a five year warranty, which is longer than most others.  The all-in-one sealed system nature of this unit makes water cooling easy and the unit is guaranteed to never leak.  The Corsair H110 kept my CPU temps much lower than any air cooler I have used before and finally let me FINALLY feel comfortable enough to use the multi-core enhancement my Gigabyte motherboard allows.  Previously I always set the Intel Turbo Boost to Enabled in BIOS as this runs the processor within Intel specifications, where the cores are graduated in speed.  Multi-core enhancement skips the graduation and forces all cores to the maximum supported Turbo Boost speed, basically going from the idle of 1600 MHz to maximum in one shot.  This is overclocking by another name.  My game frame rates have increased and the system is more responsive!  The H110 system is SILENT when used with NORMAL PWM control in BIOS.  The fans run anywhere from 700 RPM to 1500 RPM depending upon CPU temps.  Installation was easy once I got past a relatively major issue of case compatibility, detailed in the Cons section.  I mounted the system per Corsair's recommendations of PUSH/PUSH where the fans are above the radiator and forcing air down through the radiator and into the case.  You have flexibility to try PUSH/PULL or PULL/PULL and also forcing the warm air out of your case—however this all depends on the case you are using.  The heat pump mounting mechanism itself attaches very firmly to the motherboard, and provides superior clamping pressure and is difficult to over tighten.  The hoses are flexible enough, and the they also pivot at the heat pump itself to avoid kinks and installation hassles.  Installation was more involved than a large air cooler with back plate, but not excessively so.  One of the biggest pros is the heat pump is no heavier than the default Intel cooler, which puts FAR less stress on your motherboard.  Ultra performance air coolers are ultra heavy and have always made me nervous during case movement.  Not so with the H110.  I strongly recommend this water cooling system IF your case supports it."," Case support is going to be an issue.  First, you have to be sure your case indeed supports 480mm radiators.  DO NOT assume that since you can mount two 140mm fans up top that you can use a 480mm radiator...you will be making a mistake.  That is the first hurdle.  This is information, not a con, but it does lead into the con that caused me to deduct an Egg.  Let me preface by saying I believe the product itself is spectacular.  I am happy to have it.  When the review unit was on the way to me I did my usual pre-review research to find out about a product and read through what I could.  I typically will visit the manufacturer's website to see what information they have and if I can download manuals or at least look at a FAQ.   1. Corsair has NO case compatibility chart, not even for their own cases.2. Corsair did not explain anywhere on their website that the fans are using 20mm spacing on the radiator; most of the industry is using 15mm spacing.  When I went to mount the system I found that four of the eight holes in my case did not line up.  Either the front lined up, or the rear did.  The other four holes were each off by 5mm.  This caused a trip to the hardware store to buy a circular file in order to cut back four of the holes to allow mounting.  Cooler Master could have elongated the holes in order to broaden compatibility, so it is somewhat Cooler Master's lack of foresight playing a role here.  To be clear, I am experienced and actually expected something like this to happen, and I don't consider this minor mod to be a big deal for me personally.  What is UNFORGIVEABLE on Corsair's part is there was no indication anywhere that someone might run into this.  Not everyone is a Newegg EggXpert reviewer with lots of experience.3. There is no documentation to download on this product on Corsair's website. Technical specifications listed are minimal.I have confirmed, via the Corsair *user forums*, that the H110 will fit in the following Corsair cases:900D650D500RC70The 650D and 500R will be a tighter fit and the motherboard used may pose clearance issues.  YOU must do your research.A big thanks to RAMGUY there for providing that.  However, the link providing this information was to another website entirely.  Why is this info NOT on the Corsair site?I am not throwing rocks at Corsair.  I am trying to impress upon them that they need to far more proactive in providing information on a product like this because YOU as the customer could end up with a product you cannot use or cause more monetary expenditure."," Well, finally we get to the benchmarks.  Hopefully you have not fallen asleep yet, as the next part is the exciting one!First, my rig:Gigabyte GA-Z77X-UD3H, F18 BIOSCrucial Ballistix Tactical DDR3-1866 9-9-9-27, 8 GB, 1.5VCore i7-2700KCorsair H110 water coolerSamsung 830 SSD, 256GBEVGA FTW nVidia GTX 670 video cardWD Blue 1TB as mass storageSound Blaster Z sound cardASUS DVD/RWSeasonic X-Series 650W, Gold Certified modular PSULogitech G400iOne X-Armor Cherry MX Brown mechanical keyboardKlipsch Promedia 2.1 system and Razor ORCA cansWindows 7 64bit OEMViewsonic AH-IPS LED backlit 27"" display VX2770SmhCooler Master HAF XM case, 200mm intake fan on side, 200 mm intake fan in front, 140mm rear exhaust fanAmbient air temp:  75 deg F.TIM used:  Tuniq TX-2.  The pre-applied TIM was removed with Arctic Silver two step cleaner/purifier.  Dollop in center of heat spreader method used for the Tuniq, about the size of a large grain of rice.Software used for testing:Prime95 version 27.7, Core Temp 1.0 RC5, Unigine Heaven Benchmark 4.0All Core Temp are results were obtained as follows and in Deg C:1. Idle temp is the average minimum recorded temp of all four cores2. Maximum temp is the average maximum recorded temp of all four coresPrime95 results were recorded after 25 minutes using Blend Torture Test.  Unigine Heaven 4.0 results were recorded after 10 minutes (about 3 times looped).Default Intel Turbo Boost (non-overclocked, 3.6GHz) results:Temp.................IDLE.............LOADPrime95.............25................56Unigine..............25................40Overclocked (multi-core enhancement, 3.9GHz) results:Temp.................IDLE.............LOADPrime95.............25................61Unigine..............25................41",6,6
9SIA6ZP3K32295,35-181-035,3/5/2013 12:45:40 AM,Tyrus M.,quiet and cool,5, it fits in the same  mount ring as my asetek made corsair h70so i had no need to open the back of my casethe fans default to 1200 rpm and are quiet at that speed.fit into my corsair vengence case perfect, what do i do with all these 120mm fans i'm acumulating, playing with the bios pwm feature to find the fastest quiet speed will eat up a couple of days,None,None
9SIA6ZP3K32295,35-181-035,3/4/2013 10:41:29 PM,Ryan N.,Really cool unit,5," Amazing cooling power yet quiet since it uses two 140mm fans. Sleek design with all black color and minimal wires. Coolant tubes are big, fat, and juicy yet really flexible and adaptable around bends.", The screw holes are misaligned? When both included 140mm fans are installed on the radiator there is an ~5mm gap between them. The gap doesn't bother me but it doesn't align with the holes on my Full Tower NZXT Phantom 820 case. So I only used 6 screws and mounted it like this : :: instead of : :: : which is still strong. My best guess is they designed it to accommodate other fans that may be slightly larger. Not worth it to take an egg off though., I have an i7-3770k on idle running between 25-28*C with this WC at 22*C ambient. And that's with no other fans running in the case. But then again I have a monster case. Also the thermal paste that comes on the cooling head is rubbish since it doesn't stay on either the cooling head or the cpu that well. I wiped it clean and used a higher quality thermal paste that sticks better and covers more surface area.,None,None
9SIA6ZP3K32295,35-181-035,3/1/2013 9:04:56 AM,Stevie T.,Great,4," Keeps everything cool, I run a i7-3820. Idle temps are around 25* - 28* Celsius, very quiet. Easy to install"," Would not fit in my Corsair 800D case, you need to make sure your case can fit 140mm can in the top. I managed to get it to work by just screwing in one side of the radiator. It's holding up just fine now.",,None,None
9SIA6ZP3K32295,35-181-035,8/7/2014 11:02:31 PM,Kheng L.,Very quiet and excellent Cooling!,5," Quiet, nice and does the job real well. Dropped me down by 20 degrees. Bit costly but worth it."," installing was a real pain + no led + costly + require a lot of space!!!!!!!!!Make sure to measure your tower first, takes 280mm of space, more like 300mm if you ask me.",,None,None
9SIA6ZP3K32295,35-181-035,8/7/2014 7:52:22 PM,Tomasz K.,Key hardware missing,3, I have not tested this cooler yet...," Really disappointing that Corsair did not include #6-32 screws for mounting in a push exhaust configuration (with radiator attached to a case). This is not what they recommend for optimal CPU cooling performance, nevertheless I (and many others) do not see a lot of sense in heating the rest of a system with intake set-up per Corsair's reco (I also do not like pull exhaust set-up). Even before starting using this cooler, I am taking 2 eggs off.  It is for my time, effort and money wasted for finding #6-32 1/4"" - 3/8"" long black oxide screws/washers. I heard that such hardware is included with H100i cooler. Minor saving for Corsair, major upset for a customer.",,1,4
9SIA6ZP3K32295,35-181-035,8/7/2014 8:20:04 AM,Sean F.,Build Quality Concerns,3," - Huge radiator, able to handle any amount of heat you pour into it.- Connects well to most any CPU combination- When it works. it works well.", - Pump rattles and is noisy.  I've replaced it once already and the second pump also began making the noise after a few weeks.- Included fans had bad bearings.  I replaced them 3 times and eventually just purchased a set of the static pressure fans.  When I spoke to Corsair support they admitted it was a known problem with one of their fan manufacturers producing lots with bad bearings.," My builds are Corsair through and through. Obsidian 900D, H110 CPU Cooler, Dominator Platinum, Fans, AX PSU, M65, K95I think the only Corsair product I haven't installed in my build is the Link system.  I'm beginning to get a bit frustrated with Corsair's build quality.  My system is less than 14 months old and I've already been through half a dozen RMAs on the various products.",1,1
9SIA6ZP3K32295,35-181-035,8/4/2014 8:29:40 PM,Joshua W.,Works Great!,5, -Has no problem cooling FX-9370 @4.85GHz-Under load gets to 45-48*C idles around 24-25(Room temperature is 22), -Needed 3 hands to mount it in my C70 Case-Stock fans could be a bit quieter, -Replaced the thermal paste with arctic silver 5 never used the stock paste,1,1
9SIA6ZP3K32295,35-181-035,7/30/2014 8:37:54 PM,Joseph A.,The Future,5," Cool and quiet, and very easy to install. Comes with thermal paste pre-applied. BIG 140mm fans move a lot of air with little to no noise."," The water hoses could be longer, but that would only be an issue in larger computer cases. So not really a con."," Make sure your case has a spot for the larger-than-standard 140mm radiator and fans. I'm running it in a Corsair 750D on the top two fan spots and it's great.There is almost no noise at idle, and it keeps my AMD processor (AMD runs hot) at a solid 45 degress with normal use. Hotter than an Intel Haswell, but by no means hot.Did I mention this thing was silent?",1,1
9SIA6ZP3K32295,35-181-035,7/29/2014 5:24:12 PM,Carl L.,Eggcellent Cooling,5, QuietCools CPU VERY wellGood quality," Instructions are poor, despite having pictures."," Instructions are pretty poor in my opinion.  I ended up watching a Linus Tech Tips video to help install the liquid cooler.   The instructions have pictures, but not for each step with details.   Otherwise, the product is excellent.  Keeps my I5-4670k @ 4.20ghz under 30C at idle and under 55C at full load.",2,2
9SIA6ZP3K32295,35-181-035,7/25/2014 10:44:22 AM,Mark M.,CORSAIR Hydro Series H110,5, Easy to install. Works like a dream., none (so far),,None,None
9SIA6ZP3K32295,35-181-035,7/18/2014 3:25:53 PM,Jeffrey D.,It works,2, All I can say at the moment that it works. It is easy to install., did not meet my expectations as a basic water cooler system. Unable to keep my AMD FX-8350 on a Asus Sabertooth 990FX R2.0 cooler then Cooler Master TPC 812. H110 idle is only 38c +/-2c and normal load 48c +/- 2c at room temp of 74 F at default motherboard settings. The plastic back is made cheap., Have 2 140 mm fans installed on the side cover and 2 120 mm fans front mounted and 1 120 mm on the back With TPC 812 manage to keep 32c +/- 2c idle and 44c +/- 2c normal load.,1,5
9SIA6ZP3K32295,35-181-035,7/14/2014 2:55:19 PM,Samuel D.,I'm impressed.,5, Keeps temps anywhere between 23-25 C when idle / light use to around 60 C full load.  Quiet when fans are at the low setting., PITA to install but that's mainly on me for trying to squeeze the huge radiator in a mid-tower case!," I'm using an I-7 4790K in a Corsair 450D case.  As I alluded to above, it'll fit but it's a tight squeeze.  Fans can get loud at the higher settings but that's a tradeoff of this level of performance.",None,None
