_id,ltable_ASIN,rtable_NID,ltable_NAME,ltable_INFO,rtable_NAME,rtable_INFO,label
176,B000UCELXK,N82E16822148261,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.10 st3250310as 250gb 7200 rpm 8mb cache sata 3.0gb/s 3.5"" internal hard drive bare drive",st3250310as,0
246,B001FBHUZG,9SIA6393SG1182,intel pentium d 945,1.1 pounds 1.2 pounds     intel b001fbhuzg hh80553pg0964mn 5.0 out of 5 stars september 4  2008 none none,refurbished  intel pentium d pd 945 3.4ghz 4m 800mhz dual-core processor lga775 desktop cpu,pentium d 945,1
116,B000I5JHB0,9SIA2F84D68892,antec nine hundred black steel atx mid tower computer case,18.4 x 8.1 x 19.4 inches 18.5 pounds 22 pounds b000i5jhb0 nine hundred 4.2 out of 5 stars august 29  2006 none none,antec sonata sonata proto black 0.8mm cold rolled steel atx mid tower computer case,sonata proto,0
168,B000UCELXK,9SIAAEE4BJ8204,seagate barracuda st3160815as 160gb 7200 rpm 8mb cache sata 3.0gb/s hard drive,5.8 x 4 x 0.8 inches 14.1 ounces 1.1 pounds     item can be shipped within u.s. this item is not eligible for international shipping. b000ucelxk st3160815as 4.2 out of 5 stars december 19  2005 none none,"seagate barracuda 7200.9 st3160811as 160gb 7200 rpm 8mb cache sata 3.0gb/s 3.5"" hard drive bare drive",st3160811as,0
415,B008H0FOD8,N82E16828133822,brother hl-5470dw  high speed laser printer with wireless networking and duplex,30 pounds 30 pounds b008h0fod8 0.0 out of 5 stars august 7  2012 none none,brother hl-l8350cdw color laser printer with wireless networking and duplex printing,hl-l8350cdw,0
120,B000IZAN4K,9SIA4RE4VX9071,creative sound blaster x-fi xtremegamer fatal1ty pro series sound card   70sb046a00000  ,4 x 10 x 15 inches 1.6 pounds 1.2 pounds item can be shipped within u.s. this item is not eligible for international shipping. b000izan4k 70sb046a00000 3.9 out of 5 stars july 7  2004 none none,refurbished  creative sound blaster x-fi xtremegamer fatal1ty pro 7.1 channels 24-bit 192khz pci interface sound card,fatal1ty pro,1
261,B001KXEICW,9SIA9JA4YH7163,brother hl-4040cdn color laser printer with duplex and networking,24.6 x 22.4 x 22.2 inches 73.7 pounds 73.8 pounds item can be shipped within u.s. this item is not eligible for international shipping. b001kxeicw hl-4040cdn 7025-01-583-9644 3.0 out of 5 stars june 17  2003 none none,brother mfc-8510dn high speed all-in-one laser printer with networking and duplex printing,mfc-8510dn,0
112,B000I4UQFC,9SIA7XZ3987075,microsoft bluetooth wireless laser mouse 8000,9.2 x 9.2 x 3.5 inches 1.6 pounds 1.6 pounds     currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. b000i4uqfc 4ch-00012 3.9 out of 5 stars yes july 7  2004 none none,microsoft wireless notebook presenter mouse 8000 - bluetooth,9dr-00001,0
360,B004PA2B6C,N82E16833122536,netgear wndr4000 n750 dual band gigabit wireless router,6 x 8.8 x 1.2 inches 1 pounds 2.3 pounds b004pa2b6c wndr4000-100nas 4.0 out of 5 stars february 27  2011 none none,netgear r6250-100nas wireless ac1600 dual band gigabit router,r6250-100nas,0
435,B00DQDSJPG,9SIA0ZX1BK5009,siig dp soundwave dual profile pci-express 7.1-channel sound card ic-710211-s1,b00dqdsjpg 3.4 out of 5 stars 6.4 ounces     item can be shipped within u.s. this item is not eligible for international shipping. july 1  2013 siig ic-710211-s1 1.9 ounces 0.7 x 4.7 x 3.5 inches 0.71 x 4.72 x 3.54 inches none,siig ic-710211-s1 7.1 channels pci interface dp soundwave,ic-710211-s1,1
282,B001V7G0Q4,9SIA24G28N2645,belkin pureav hdmi cable  supports amazon fire tv and other hdmi-enabled devices   12 feet,7.4 x 4.6 x 1.8 inches 8 ounces 8.8 ounces     belkin inc. b001v7g0q4 av22306-12 4.2 out of 5 stars july 2  2004 none none,belkin f8v3311b06 hdmi to hdmi cable  supports amazon fire tv and other hdmi-enabled devices   hdmi 2.0 / 4k compatible  6 feet,f8v3311b06,0
136,B000MX7Z1C,9SIA0AJ12J7202,sony clip-on stereo headphones with double retractable cord   mdr-q68lw w white  japanese imports ,4.1 x 2.8 x 1.4 inches 1.4 ounces 1.1 pounds     sony b000mx7z1c imported  japan  mdr-q68lw w  4.6 out of 5 stars june 27  2012 none none,sony mdr-q68lw 3.5mm gold-plated connector clip-on headphone with retractable cord,mdr-q68lw,1
190,B0010GTAWW,N82E16828006536,lexmark e250d laser printer,17 x 16.7 x 16.4 inches 26.2 pounds 26.2 pounds     b0010gtaww 0.0 out of 5 stars august 29  2014 none none,lexmark cs310n color laser printer,cs310n,0
347,B004BQFWX4,N82E16828006536,lexmark c925dte color laser printer  24z0056 ,21.9 x 24.5 x 21.9 inches 137.3 pounds 308.6 pounds amazon only ships this item within the contiguous 48 united states. other sellers on amazon may ship this item to alaska  hawaii and us territories. this item is not eligible for international shipping. b004bqfwx4 24z0056 0.0 out of 5 stars november 11  2010 none none,lexmark cs310n color laser printer,cs310n,0
181,B000W7PNZI,9SIA4RE4VX3594,creative sb1040 sound blaster x-fi xtreme audio pci-e sound card,11.2 x 7.8 x 2.2 inches 14.1 ounces 7.2 ounces     b000w7pnzi 70sb104000000 5998-01-631-0492 3.9 out of 5 stars september 20  2007 none none,refurbished  creative sound blaster x-fi xtreme 7.1 channels pci express x1 interface sound card,x-fi xtreme,0
126,B000JJR8I4,N82E16820134192,kingston valueram 2gb 667mhz ddr2 non-ecc cl5 dimm desktop memory,6.2 x 1.8 x 0.2 inches 0.8 ounces 0.6 ounces     b000jjr8i4 kvr667d2n5/2g 7025-01-570-6774 4.6 out of 5 stars january 20  2007 none none,kingston valueram 2gb 240-pin ddr2 sdram ddr2 667  pc2 5300  desktop memory model kvr667d2n5/2g,kvr667d2n5/2g,1
281,B001V738V4,N82E16820145599,corsair 8gb  2x4gb   ddr2 800 mhz  pc2 6400  laptop memory,7.3 x 4.8 x 0.3 inches 0.6 ounces 0.6 ounces     b001v738v4 vs8gsdskit800d2 4.5 out of 5 stars november 14  2008 none none,corsair 8gb  2 x 4gb  200-pin ddr2 so-dimm ddr2 800  pc2 6400  laptop memory model vs8gsdskit800d2,vs8gsdskit800d2,1
252,B001H5Z0XE,9SIAAEE5811779,intel core i7 940 2.93ghz 8m l3 cache 4.8gt/sec qpi hyper-threading turbo boost lga1366 processor,19.4 x 8.3 x 7.8 inches 1.6 pounds 1.7 pounds item can be shipped within u.s. this item is not eligible for international shipping. b001h5z0xe bx80601940 4.3 out of 5 stars november 17  2008 none none,intel core i7-940 bloomfield quad-core 2.93 ghz lga 1366 130w bx80601940 desktop processor,bx80601940,1
407,B008H0FOD8,9SIA6AU56K5537,brother hl-5470dw  high speed laser printer with wireless networking and duplex,30 pounds 30 pounds b008h0fod8 0.0 out of 5 stars august 7  2012 none none,brother mfc-l2720dw all-in-one laser printer with wireless networking and duplex printing,mfc-l2720dw,0
393,B007W1KELK,N82E16828106829,lexmark c746dn - color laser printer - 41g0050,21.8 x 23.1 x 21.5 inches 65.5 pounds 66.8 pounds currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. b007w1kelk 41g0050 3.9 out of 5 stars april 26  2012 none none,lexmark c925de color laser printer,24z0000,0
354,B004H5YBU4,9SIA91J43P4751,samsung color laser printer  clp-325w ,12.3 x 15.3 x 9.6 inches 24.2 pounds 28.9 pounds item can be shipped within u.s. this item is not eligible for international shipping. b004h5ybu4 clp-325w 3.3 out of 5 stars november 16  2010 none none,samsung clx-6260fw color wireless multifunction laser printer,clx-6260fw,0
232,B001DJ64C0,9SIA7XZ2RU3073,logitech mx 1100 cordless laser mouse,8.8 x 8.1 x 3 inches 1.1 pounds 1.2 pounds     b001dj64c0 910-000718 7025-01-545-5097 4.3 out of 5 stars august 9  2008 none none,logitech mx 1100 black tilt wheel 2.4 ghz cordless laser mouse,mx 1100,1
133,B000MNA082,9SIABGC4YW1727,amd athlon 64 x2 dual-core 5600+ 2.8 ghz processor  socket am2,0.4 x 0.4 x 0.4 inches 1.2 pounds 1.2 pounds item can be shipped within u.s. this item is not eligible for international shipping. b000mna082 ada5600czbox 4.3 out of 5 stars august 9  2006 none none,refurbished  amd athlon 64 x2 5000+ dual-core 2.6 ghz socket am2 65w 465301-001 desktop processor,465301-001,0
33,B00009APUB,N82E16828006537,lexmark t632 laser printer,23.2 x 20.7 x 18.2 inches 48 pounds 48 pounds currently  item can be shipped only within the u.s. and to apo/fpo addresses. for apo/fpo shipments  please check with the manufacturer regarding warranty and support issues. this item is not eligible for international shipping. b00009apub s2637575 5.0 out of 5 stars april 21  2003 none none,lexmark cs310dn color laser printer,cs310dn,0
